,category,word,segmentation,prediction,distance,overlaps,f1v2_tp,f1v2_fp,f1v2_fn,f1v3_tp,f1v3_fp,f1v3_fn
47746,_110,commentating,comment @@ate @@ing,comment @@ating,2,1,1,1,2,1,0,1
47747,_110,comminglingly,commingle @@ing @@ly,com @@ming @@ling @@ly,4,1,0,4,3,0,3,2
47748,_110,commissionerates,commission @@er @@ate @@s,commissioner @@ates,2,0,0,2,4,1,0,2
47749,_110,committees,commit @@ee @@s,committees,2,0,0,1,3,0,1,2
47750,_110,commixes,com @@mix @@s,com @@mi @@xes,2,1,1,2,2,1,1,1
47751,_110,communizes,communise @@ism @@ize @@s,com @@mun @@izes,9,0,0,3,4,0,2,3
47752,_110,commutabilities,commute @@ability @@s,com @@mut @@abi @@lit @@ies,6,0,0,5,3,0,4,2
47753,_110,comorbidities,co @@morbid @@ity @@s,como @@rb @@idi @@ties,7,0,0,4,4,0,3,3
47754,_110,comoving,co @@move @@ing,como @@ving,4,0,0,2,3,0,1,2
47755,_110,compartmentalizing,compartment @@al @@ize @@ing,compartment @@ali @@zing,4,1,1,2,3,1,1,2
47756,_110,compassionating,compassion @@ate @@ing,compassion @@ating,2,1,1,1,2,1,0,1
47757,_110,compatibilists,compatible @@ist @@s,com @@pati @@bilis @@ts,7,0,0,4,3,0,3,2
47758,_110,compellings,compel @@ling @@s,compelling @@s,1,1,1,1,2,1,0,1
47759,_110,compensatingly,compensate @@ing @@ly,com @@pen @@sat @@ingly,4,0,0,4,3,0,3,2
47760,_110,complexedness,complex @@ed @@ness,complex @@ed @@ness,0,3,3,0,0,2,0,0
47761,_110,complicatednesses,complicate @@ed @@ness @@s,complicated @@ness @@es,3,1,0,3,4,0,2,3
47762,_110,complicities,complicit @@ity @@s,com @@pl @@ici @@ties,6,0,0,4,3,0,3,2
47763,_110,componentizations,component @@ization @@s,component @@izations,1,1,1,1,2,1,0,1
47764,_110,comprehensivized,comprehend @@ive @@ize @@ed,com @@pre @@hen @@si @@vi @@zed,9,0,0,6,4,1,4,2
47765,_110,compressions,compress @@ion @@s,compression @@s,1,1,1,1,2,1,0,1
47766,_110,comprovincials,com @@province @@ial @@s,com @@pro @@vin @@cial @@s,4,2,1,4,3,1,3,2
47767,_110,compulsories,compulsion @@ory @@s,com @@pu @@ls @@ories,7,0,0,4,3,0,3,2
47768,_110,computationalists,compute @@ation @@al @@ist @@s,computational @@ists,4,0,0,2,5,0,1,4
47769,_110,computerettes,compute @@er @@ette @@s,computer @@ettes,3,0,0,2,4,0,1,3
47770,_110,computerniks,compute @@er @@nik @@s,computer @@nik @@s,2,2,0,3,4,0,2,3
47771,_110,computings,compute @@ing @@s,computing @@s,2,1,0,2,3,0,1,2
47772,_110,conames,co @@name @@s,con @@ame @@s,2,1,1,2,2,1,1,1
47773,_110,concatemerizing,con @@catenate @@mer @@ize @@ing,con @@cate @@mer @@izing,6,2,1,3,4,1,2,3
47774,_110,concavities,concave @@ity @@s,con @@ca @@vi @@ties,6,0,0,4,3,1,2,1
47775,_110,concertizes,concert @@ize @@s,concert @@izes,1,1,1,1,2,1,0,1
47776,_110,concessioners,concession @@er @@s,concession @@ers,1,1,1,1,2,1,0,1
47777,_110,conciliarists,conciliar @@ist @@s,con @@ci @@lia @@rist @@s,4,1,1,4,2,1,3,1
47778,_110,conciliationists,conciliate @@ion @@ist @@s,con @@ci @@lia @@tion @@ists,6,0,0,5,4,0,4,3
47779,_110,concorporating,con @@corporate @@ing,con @@corp @@ora @@ting,4,1,1,3,2,1,2,1
47780,_110,concreated,con @@create @@ed,con @@cre @@ated,3,1,1,2,2,1,1,1
47781,_110,concretises,concrete @@ise @@s,con @@cre @@tis @@es,6,0,0,4,3,0,3,2
47782,_110,concretising,concrete @@ise @@ing,con @@cre @@tis @@ing,5,1,0,4,3,0,3,2
47783,_110,concurrences,concurrent @@ence @@s,con @@cu @@rre @@nce @@s,5,1,0,5,3,0,4,2
47784,_110,condemnees,condemn @@ee @@s,condemn @@ees,1,1,1,1,2,1,0,1
47785,_110,conditionalities,condition @@al @@ity @@s,conditional @@ities,3,0,0,2,4,1,0,2
47786,_110,conditionalized,condition @@al @@ize @@ed,conditional @@ized,3,0,0,2,4,1,0,2
47787,_110,condoizes,condo @@ize @@s,condo @@izes,1,1,1,1,2,1,0,1
47788,_110,condolences,condole @@ence @@s,condo @@lence @@s,3,1,0,3,3,0,2,2
47789,_110,conductoresses,conduct @@or @@ess @@s,conductor @@esses,2,0,0,2,4,1,0,2
47790,_110,confederalisms,confederal @@ism @@s,con @@fed @@eral @@isms,3,0,0,4,3,1,2,1
47791,_110,conferees,confer @@ee @@s,con @@fer @@ees,2,0,0,3,3,1,1,1
47792,_110,confessionalized,confess @@ion @@al @@ize @@ed,confession @@ali @@zed,5,0,0,3,5,1,1,3
47793,_110,confidees,confide @@ee @@s,con @@fide @@es,3,0,0,3,3,1,1,1
47794,_110,confidings,confide @@ing @@s,con @@fi @@ding @@s,4,1,0,4,3,0,3,2
47795,_110,confiners,confine @@er @@s,con @@fine @@rs,3,0,0,3,3,1,1,1
47796,_110,confixes,con @@fix @@s,con @@fi @@xes,2,1,1,2,2,1,1,1
47797,_110,conformers,conform @@er @@s,conform @@ers,1,1,1,1,2,1,0,1
47798,_110,confoundingly,confound @@ing @@ly,con @@fo @@und @@ingly,3,0,0,4,3,1,2,1
47799,_110,congratulants,congratulate @@ant @@s,cong @@rat @@ula @@nts,6,0,0,4,3,0,3,2
47800,_110,conjunctivoplasties,conjunctivo @@plasty @@s,con @@jun @@ct @@ivo @@pl @@ast @@ies,7,0,0,7,3,1,5,1
47801,_110,consensualists,consensus @@ual @@ist @@s,con @@sen @@su @@alis @@ts,7,0,0,5,4,1,3,2
47802,_110,consequencing,con @@sequent @@ence @@ing,con @@se @@que @@nc @@ing,5,2,1,4,3,2,2,1
47803,_110,conservatising,conserve @@ative @@ise @@ing,con @@ser @@vati @@sing,9,0,0,4,4,0,3,3
47804,_110,conservativisms,conserve @@ative @@ism @@s,con @@ser @@vati @@vis @@ms,9,0,0,5,4,1,3,2
47805,_110,conservers,conserve @@er @@s,conserve @@rs,2,1,1,1,2,1,0,1
47806,_110,considerations,consider @@ation @@s,considerations,2,0,0,1,3,0,1,2
47807,_110,consing,con @@s @@ing,con @@sing,1,1,1,1,2,1,0,1
47808,_110,consistents,consist @@ent @@s,consistent @@s,1,1,1,1,2,1,0,1
47809,_110,consolings,console @@ing @@s,con @@sol @@ings,3,0,0,3,3,0,2,2
47810,_110,constellating,con @@stella @@ate @@ing,con @@ste @@lla @@ting,4,1,1,3,3,2,1,1
47811,_110,constructors,construct @@or @@s,construct @@ors,1,1,1,1,2,1,0,1
47812,_110,consubstantiationists,consubstantiation @@ist @@s,con @@su @@bs @@tan @@tia @@tion @@ists,6,0,0,7,3,1,5,1
47813,_110,consulships,consul @@ship @@s,consul @@ship @@s,0,3,3,0,0,2,0,0
47814,_110,consultors,consult @@or @@s,consult @@ors,1,1,1,1,2,1,0,1
47815,_110,consultresses,consult @@ress @@s,consult @@resses,1,1,1,1,2,1,0,1
47816,_110,consumedly,consume @@ed @@ly,consumed @@ly,2,1,0,2,3,0,1,2
47817,_110,consumerizing,consume @@er @@ize @@ing,consumer @@izing,4,0,0,2,4,0,1,3
47818,_110,contaminants,contaminate @@ant @@s,con @@tam @@ina @@nts,6,0,0,4,3,0,3,2
47819,_110,contextualized,context @@ual @@ize @@ed,context @@ual @@ized,2,2,2,1,2,2,0,1
47820,_110,contextualizing,context @@ual @@ize @@ing,context @@ual @@izing,2,2,2,1,2,2,0,1
47821,_110,continuatives,continue @@ation @@ive @@s,con @@tin @@ua @@tive @@s,8,1,0,5,4,1,3,2
47822,_110,contourites,contour @@ite @@s,con @@tour @@ites,2,0,0,3,3,1,1,1
47823,_110,contractees,contract @@ee @@s,contract @@ees,1,1,1,1,2,1,0,1
47824,_110,contradistinguishes,contra @@distinguish @@s,contra @@dis @@ting @@uis @@hes,4,1,1,4,2,1,3,1
47825,_110,contrafields,contra @@field @@s,contra @@fields,1,1,1,1,2,1,0,1
47826,_110,contraindicators,contra @@indicate @@or @@s,contra @@ind @@ica @@tors,5,1,1,3,3,1,2,2
47827,_110,contransfecting,con @@transfect @@ing,contra @@ns @@fect @@ing,3,1,1,3,2,1,2,1
47828,_110,controllings,control @@ling @@s,controlling @@s,1,1,1,1,2,1,0,1
47829,_110,conventionalised,convene @@ion @@al @@ise @@ed,conventional @@ised,5,0,0,2,5,1,0,3
47830,_110,conventionalising,convene @@ion @@al @@ise @@ing,conventional @@ising,5,0,0,2,5,1,0,3
47831,_110,conventionalizations,convene @@ion @@al @@ization @@s,conventional @@izations,4,0,0,2,5,1,0,3
47832,_110,conventionals,convene @@ion @@al @@s,conventional @@s,3,1,1,1,3,1,0,2
47833,_110,conversances,converse @@ant @@ce @@s,con @@vers @@ances,5,0,0,3,4,0,2,3
47834,_110,conversationed,converse @@ation @@ed,conversation @@ed,2,1,0,2,3,0,1,2
47835,_110,convexified,convex @@ify @@ed,convex @@ified,2,1,1,1,2,1,0,1
47836,_110,conveyals,convey @@al @@s,convey @@als,1,1,1,1,2,1,0,1
47837,_110,conveyorised,convey @@or @@ise @@ed,convey @@oris @@ed,2,2,1,2,3,1,1,2
47838,_110,conveyorises,convey @@or @@ise @@s,convey @@oris @@es,3,1,1,2,3,1,1,2
47839,_110,conveyorising,convey @@or @@ise @@ing,convey @@oris @@ing,2,2,1,2,3,1,1,2
47840,_110,conveyorizes,convey @@or @@ize @@s,convey @@ori @@zes,3,1,1,2,3,1,1,2
47841,_110,convincers,convince @@er @@s,convince @@rs,2,1,1,1,2,1,0,1
47842,_110,convivialists,convivial @@ist @@s,con @@vi @@vial @@ists,3,0,0,4,3,1,2,1
47843,_110,convolvers,convolve @@er @@s,con @@vo @@lver @@s,4,1,0,4,3,0,3,2
47844,_110,cookieholics,cook @@ie @@holic @@s,cookie @@hol @@ics,3,0,0,3,4,1,1,2
47845,_110,coordinators,coordinate @@or @@s,coordinator @@s,2,1,0,2,3,0,1,2
47846,_110,copartners,co @@partner @@s,copa @@rt @@ners,4,0,0,3,3,0,2,2
47847,_110,copathogens,co @@patho @@gen @@s,copa @@th @@ogen @@s,4,1,1,3,3,1,2,2
47848,_110,copatriots,co @@patriot @@s,copa @@tri @@ots,4,0,0,3,3,0,2,2
47849,_110,copaying,co @@pay @@ing,copa @@ying,3,0,0,2,3,0,1,2
47850,_110,copiloting,co @@pilot @@ing,cop @@ilo @@ting,4,0,0,3,3,0,2,2
47851,_110,coplanes,co @@plane @@s,cop @@lane @@s,2,1,1,2,2,1,1,1
47852,_110,coplotted,co @@plot @@ed,cop @@lot @@ted,3,0,0,3,3,1,1,1
47853,_110,copples,cop @@le @@s,cop @@ples,2,1,1,1,2,1,0,1
47854,_110,coprimaries,co @@prime @@ary @@s,cop @@rim @@aries,5,0,0,3,4,0,2,3
47855,_110,coprincipalities,co @@principal @@ity @@s,cop @@rin @@ci @@pal @@ities,6,0,0,5,4,1,3,2
47856,_110,coproparasites,copro @@parasite @@s,cop @@rop @@ara @@sit @@es,6,0,0,5,3,0,4,2
47857,_110,coprophils,copro @@phil @@s,cop @@rop @@hil @@s,3,1,1,3,2,1,2,1
47858,_110,copyists,copy @@ist @@s,copy @@ists,1,1,1,1,2,1,0,1
47859,_110,coralises,coral @@ise @@s,coral @@ises,1,1,1,1,2,1,0,1
47860,_110,coralizing,coral @@ize @@ing,coral @@izing,2,1,1,1,2,1,0,1
47861,_110,cordectomies,cord @@ectomy @@s,cord @@ect @@omi @@es,3,1,1,3,2,2,1,0
47862,_110,cordwainers,cordwain @@er @@s,cord @@wai @@ners,4,0,0,3,3,0,2,2
47863,_110,coreactants,co @@re @@act @@ant @@s,core @@act @@ants,2,1,1,2,4,2,0,2
47864,_110,coregasms,core @@gasm @@s,core @@gas @@ms,2,1,1,2,2,1,1,1
47865,_110,corkages,cork @@age @@s,cork @@ages,1,1,1,1,2,1,0,1
47866,_110,corkier,cork @@y @@er,cork @@ier,2,1,1,1,2,1,0,1
47867,_110,cormogens,corm @@o @@gen @@s,co @@rm @@ogen @@s,2,1,1,3,3,2,1,1
47868,_110,corneules,cornea @@ule @@s,corn @@eu @@les,4,0,0,3,3,1,1,1
47869,_110,cornfests,corn @@fest @@s,corn @@fest @@s,0,3,3,0,0,2,0,0
47870,_110,corollets,corolla @@et @@s,co @@roll @@ets,3,0,0,3,3,0,2,2
47871,_110,corotations,co @@rotate @@ion @@s,co @@rot @@ations,4,1,1,2,3,1,1,2
47872,_110,corporatists,corporate @@ist @@s,corp @@ora @@tist @@s,4,1,0,4,3,0,3,2
47873,_110,corporatized,corporate @@ize @@ed,corp @@ora @@tized,6,0,0,3,3,0,2,2
47874,_110,corporealities,corporeal @@ity @@s,corp @@ore @@ali @@ties,6,0,0,4,3,0,3,2
47875,_110,corporealized,corporeal @@ize @@ed,corp @@ore @@ali @@zed,6,0,0,4,3,0,3,2
47876,_110,correctedness,correct @@ed @@ness,corrected @@ness,1,1,1,1,2,1,0,1
47877,_110,corrugations,corrugate @@ion @@s,co @@rr @@uga @@tions,6,0,0,4,3,0,3,2
47878,_110,corticosteroids,cortico @@sterol @@oid @@s,co @@rti @@cos @@ter @@oids,7,0,0,5,4,0,4,3
47879,_110,corulers,co @@rule @@er @@s,co @@ru @@lers,4,1,1,2,3,1,1,2
47880,_110,cosections,co @@section @@s,co @@section @@s,0,3,3,0,0,2,0,0
47881,_110,cosedimenting,co @@sediment @@ing,co @@sed @@ime @@nting,3,1,1,3,2,1,2,1
47882,_110,cosimulations,co @@simulate @@ion @@s,co @@si @@mu @@lation @@s,4,2,1,4,3,1,3,2
47883,_110,cosleeping,co @@sleep @@ing,co @@sle @@ep @@ing,1,2,2,2,1,2,1,0
47884,_110,cosmeticizing,cosmetic @@ize @@ing,cosmetic @@izing,2,1,1,1,2,1,0,1
47885,_110,cosmodromes,cosmo @@drome @@s,co @@smo @@drome @@s,1,2,2,2,1,2,1,0
47886,_110,cosmopolitanised,cosmopolite @@an @@ise @@ed,cosmopolitan @@ised,4,0,0,2,4,0,1,3
47887,_110,cosmopolitanises,cosmopolite @@an @@ise @@s,cosmopolitan @@ises,3,0,0,2,4,0,1,3
47888,_110,cosmotrons,cosmo @@tron @@s,co @@smo @@tron @@s,1,2,2,2,1,2,1,0
47889,_110,cosolvents,co @@solve @@ent @@s,co @@sol @@vent @@s,3,2,1,3,3,1,2,2
47890,_110,cossies,costume @@ie @@s,co @@ssi @@es,7,0,0,3,3,0,2,2
47891,_110,costliest,cost @@ly @@est,cost @@liest,2,1,1,1,2,1,0,1
47892,_110,costotomes,costo @@tome @@s,cost @@oto @@mes,4,0,0,3,3,0,2,2
47893,_110,costratifications,co @@stratum @@ification @@s,cost @@rat @@ification @@s,4,2,0,4,4,0,3,3
47894,_110,cosustainers,co @@sustain @@er @@s,co @@sus @@tain @@ers,2,1,1,3,3,2,1,1
47895,_110,cosyntheses,co @@synthesis @@s,co @@sy @@nt @@hes @@es,5,1,1,4,2,1,3,1
47896,_110,cotemporalities,co @@temporal @@ity @@s,cote @@mp @@ora @@lit @@ies,8,0,0,5,4,0,4,3
47897,_110,cotemporaries,co @@temporary @@s,cote @@mp @@ora @@ries,6,0,0,4,3,0,3,2
47898,_110,cotenants,co @@tenant @@s,cote @@nant @@s,2,1,1,2,2,1,1,1
47899,_110,cotingids,cotinga @@id @@s,cot @@ing @@ids,3,0,0,3,3,0,2,2
47900,_110,cotranscribes,co @@transcribe @@s,cot @@ran @@scribe @@s,3,1,1,3,2,1,2,1
47901,_110,cotransforms,co @@trans @@form @@s,cot @@ran @@sf @@or @@ms,7,0,0,5,4,0,4,3
47902,_110,cotransporters,co @@transport @@er @@s,cot @@ran @@sport @@ers,4,0,0,4,4,1,2,2
47903,_110,cotransporting,co @@transport @@ing,cot @@ran @@sport @@ing,3,1,1,3,2,1,2,1
47904,_110,cotreating,co @@treat @@ing,cot @@rea @@ting,4,0,0,3,3,0,2,2
47905,_110,coughingly,cough @@ing @@ly,coughing @@ly,1,1,1,1,2,1,0,1
47906,_110,countedness,count @@ed @@ness,counted @@ness,1,1,1,1,2,1,0,1
47907,_110,counteraccused,counter @@accuse @@ed,counter @@ac @@cus @@ed,2,2,1,3,2,1,2,1
47908,_110,counteraccusing,counter @@accuse @@ing,counter @@ac @@cus @@ing,2,2,1,3,2,1,2,1
47909,_110,counterapplications,counter @@apple @@y @@ation @@s,counter @@app @@lica @@tions,6,1,1,3,4,1,2,3
47910,_110,counterasserts,counter @@assert @@s,counter @@asse @@rts,2,1,1,2,2,1,1,1
47911,_110,counterattackers,counterattack @@er @@s,counterattack @@ers,1,1,1,1,2,1,0,1
47912,_110,counterblockades,counter @@block @@ade @@s,counter @@block @@ades,1,2,2,1,2,2,0,1
47913,_110,counterbluffs,counter @@bluff @@s,counter @@bl @@uf @@fs,3,1,1,3,2,1,2,1
47914,_110,counterbraces,counter @@brace @@s,counter @@bra @@ces,2,1,1,2,2,1,1,1
47915,_110,counterbracing,counter @@brace @@ing,counter @@bra @@cing,3,1,1,2,2,1,1,1
47916,_110,countercalls,counter @@call @@s,counter @@cal @@ls,2,1,1,2,2,1,1,1
47917,_110,countercharged,counter @@charge @@ed,counter @@charged,2,1,1,1,2,1,0,1
47918,_110,countercomponies,counter @@compony @@s,counter @@com @@pon @@ies,4,1,1,3,2,1,2,1
47919,_110,countercounterarguments,counter @@counter @@argue @@ment @@s,counter @@co @@unt @@era @@rg @@umen @@ts,9,1,1,6,4,1,5,3
47920,_110,countercountermeasures,counter @@counter @@measure @@s,counter @@co @@unt @@er @@me @@as @@ures,5,1,1,6,3,2,4,1
47921,_110,counterdefinitions,counter @@define @@tion @@s,counter @@de @@fin @@ition @@s,3,2,2,3,2,2,2,1
47922,_110,countereffects,counter @@effect @@s,counter @@ef @@fect @@s,1,2,2,2,1,2,1,0
47923,_110,counterexemplifying,counter @@exemplify @@ing,counter @@ex @@em @@plify @@ing,2,2,2,3,1,2,2,0
47924,_110,counterfactualizes,counter @@fact @@al @@ize @@s,counter @@fa @@ct @@ual @@izes,3,1,1,4,4,2,2,2
47925,_110,counterfactualizing,counter @@fact @@al @@ize @@ing,counter @@fa @@ct @@ual @@izing,4,1,1,4,4,2,2,2
47926,_110,counterfindings,counter @@find @@ing @@s,counter @@fin @@ding @@s,2,2,2,2,2,2,1,1
47927,_110,counterflowing,counter @@flow @@ing,counter @@flow @@ing,0,3,3,0,0,2,0,0
47928,_110,counterindicated,counter @@indicate @@ed,counter @@ind @@icated,3,1,1,2,2,1,1,1
47929,_110,counterintelligences,counter @@intelligent @@ence @@s,counter @@int @@elli @@gence @@s,6,2,1,4,3,1,3,2
47930,_110,counterintuitions,counter @@intuition @@s,counter @@int @@uit @@ions,3,1,1,3,2,1,2,1
47931,_110,counterinvasions,counter @@invade @@ion @@s,counter @@in @@vas @@ions,4,1,1,3,3,1,2,2
47932,_110,counterionises,counter @@ion @@ise @@s,counter @@ion @@ises,1,2,2,1,2,2,0,1
47933,_110,counterlines,counter @@line @@s,counter @@lines,1,1,1,1,2,1,0,1
47934,_110,counterlives,counter @@life @@s,counter @@li @@ves,3,1,1,2,2,1,1,1
47935,_110,countermoves,counter @@move @@s,counter @@mo @@ves,2,1,1,2,2,1,1,1
47936,_110,counternarratives,counter @@narrate @@ive @@s,counter @@nar @@rative @@s,3,2,1,3,3,1,2,2
47937,_110,counteropenings,counter @@open @@ing @@s,counter @@open @@ings,1,2,2,1,2,2,0,1
47938,_110,counterplotting,counter @@plot @@ing,counter @@pl @@otti @@ng,3,1,1,3,2,1,2,1
47939,_110,counterpoised,counter @@poise @@ed,counter @@po @@ised,3,1,1,2,2,1,1,1
47940,_110,counterprejudices,counter @@prejudice @@s,counter @@pre @@ju @@dice @@s,2,2,2,3,1,2,2,0
47941,_110,counterpremises,counter @@premise @@s,counter @@pre @@mise @@s,1,2,2,2,1,2,1,0
47942,_110,counterproofs,counter @@proof @@s,counter @@proof @@s,0,3,3,0,0,2,0,0
47943,_110,counterpropagating,counter @@propagate @@ing,counter @@pro @@pa @@gating,4,1,1,3,2,1,2,1
47944,_110,counterprotesters,counter @@protest @@er @@s,counter @@pro @@test @@ers,2,1,1,3,3,2,1,1
47945,_110,counterproves,counter @@prove @@s,counter @@pro @@ves,2,1,1,2,2,1,1,1
47946,_110,counterpunctures,counter @@puncture @@s,counter @@pu @@nc @@tures,3,1,1,3,2,1,2,1
47947,_110,counterraids,counter @@raid @@s,counter @@rai @@ds,2,1,1,2,2,1,1,1
47948,_110,counterrotating,counter @@rotate @@ing,counter @@rot @@ating,3,1,1,2,2,1,1,1
47949,_110,counterrounds,counter @@round @@s,counter @@rou @@nds,2,1,1,2,2,1,1,1
47950,_110,counterschemes,counter @@scheme @@s,counters @@che @@mes,4,0,0,3,3,0,2,2
47951,_110,countersealing,counter @@seal @@ing,counters @@eal @@ing,2,1,1,2,2,1,1,1
47952,_110,counterselected,counter @@select @@ed,counters @@ele @@cted,4,0,0,3,3,0,2,2
47953,_110,countersignatories,counter @@sign @@atory @@s,counters @@ign @@ator @@ies,5,0,0,4,4,1,2,2
47954,_110,countersigned,counter @@sign @@ed,counters @@ign @@ed,2,1,1,2,2,1,1,1
47955,_110,countersorcerers,counter @@sorcery @@er @@s,counters @@or @@cer @@ers,5,0,0,4,4,0,3,3
47956,_110,counterstamping,counter @@stamp @@ing,counters @@tam @@ping,4,0,0,3,3,0,2,2
47957,_110,countersteering,counter @@steer @@ing,counters @@tee @@ring,4,0,0,3,3,0,2,2
47958,_110,countersupporting,counter @@support @@ing,counters @@up @@port @@ing,3,1,1,3,2,1,2,1
47959,_110,countersurges,counter @@surge @@s,counters @@urg @@es,4,0,0,3,3,0,2,2
47960,_110,countersways,counter @@sway @@s,counters @@ways,3,0,0,2,3,0,1,2
47961,_110,countertenors,counter @@tenor @@s,counter @@ten @@ors,2,1,1,2,2,1,1,1
47962,_110,countertheses,counter @@thesis @@s,counter @@thes @@es,3,1,1,2,2,1,1,1
47963,_110,countertransports,counter @@transport @@s,counter @@tra @@ns @@ports,3,1,1,3,2,1,2,1
47964,_110,counterwords,counter @@word @@s,counter @@words,1,1,1,1,2,1,0,1
47965,_110,counterworks,counter @@work @@s,counter @@works,1,1,1,1,2,1,0,1
47966,_110,countors,count @@or @@s,count @@ors,1,1,1,1,2,1,0,1
47967,_110,countrifying,country @@fy @@ing,count @@ri @@fying,3,0,0,3,3,1,1,1
47968,_110,coupists,coup @@ist @@s,coup @@ists,1,1,1,1,2,1,0,1
47969,_110,cousinships,cousin @@ship @@s,cousins @@hips,3,0,0,2,3,0,1,2
47970,_110,covalences,co @@valence @@s,co @@vale @@nce @@s,1,2,2,2,1,2,1,0
47971,_110,covariantizations,co @@vary @@ance @@ant @@ization @@s,co @@var @@ian @@ti @@zation @@s,8,2,1,5,5,2,3,3
47972,_110,covenantees,covenant @@ee @@s,covenant @@ees,1,1,1,1,2,1,0,1
47973,_110,coveners,coven @@er @@s,coven @@ers,1,1,1,1,2,1,0,1
47974,_110,coventrating,coventry @@ate @@ing,covent @@rating,5,0,0,2,3,0,1,2
47975,_110,coventures,co @@venture @@s,covent @@ures,3,0,0,2,3,0,1,2
47976,_110,covertices,co @@vertex @@s,covert @@ices,5,0,0,2,3,0,1,2
47977,_110,coveys,cove @@y @@s,cove @@ys,1,1,1,1,2,1,0,1
47978,_110,cowalkers,co @@walk @@er @@s,cow @@al @@kers,5,0,0,3,4,0,2,3
47979,_110,cowardizes,coward @@ize @@s,coward @@izes,1,1,1,1,2,1,0,1
47980,_110,cowriters,co @@write @@er @@s,cow @@rite @@rs,4,0,0,3,4,1,1,2
47981,_110,coxitides,coxa @@itis @@s,cox @@iti @@des,4,0,0,3,3,0,2,2
47982,_110,coynesses,coy @@ness @@s,co @@yne @@sse @@s,4,1,0,4,3,0,3,2
47983,_110,cozeners,cozy @@en @@er @@s,co @@zen @@ers,4,0,0,3,4,0,2,3
47984,_110,crabbednesses,crab @@ed @@ness @@s,crab @@bed @@ness @@es,2,2,1,3,3,1,2,2
47985,_110,crabbers,crab @@er @@s,crab @@bers,2,1,1,1,2,1,0,1
47986,_110,cradlehoods,cradle @@hood @@s,cradle @@hood @@s,0,3,3,0,0,2,0,0
47987,_110,craftedness,crafte @@ed @@ness,crafted @@ness,2,1,0,2,3,0,1,2
47988,_110,cranioradiotherapies,cranio @@radio @@therapy @@s,cr @@ani @@ora @@dio @@ther @@ap @@ies,8,0,0,7,4,1,5,2
47989,_110,craniotomes,cranio @@tome @@s,cr @@ani @@oto @@mes,5,0,0,4,3,0,3,2
47990,_110,crappifying,crap @@ify @@ing,crap @@pi @@fying,3,1,1,2,2,1,1,1
47991,_110,crashiest,crash @@y @@est,crash @@iest,2,1,1,1,2,1,0,1
47992,_110,crayonists,crayon @@ist @@s,cr @@ayo @@nist @@s,3,1,1,3,2,1,2,1
47993,_110,creakingly,creak @@ing @@ly,cr @@eak @@ingly,2,0,0,3,3,1,1,1
47994,_110,creeksides,creek @@side @@s,creeks @@ides,3,0,0,2,3,0,1,2
47995,_110,creepoids,creep @@oid @@s,creep @@oids,1,1,1,1,2,1,0,1
47996,_110,crenellating,crenel @@ate @@ing,cr @@ene @@lla @@ting,6,0,0,4,3,0,3,2
47997,_110,crepuscularities,crepuscular @@ity @@s,cr @@ep @@us @@cular @@ities,5,0,0,5,3,1,3,1
47998,_110,cresolates,cresol @@ate @@s,cr @@es @@olate @@s,3,1,1,3,2,1,2,1
47999,_110,cretinizing,cretin @@ize @@ing,cr @@eti @@ni @@zing,6,0,0,4,3,0,3,2
48000,_110,criminalized,crime @@al @@ize @@ed,criminal @@ized,4,0,0,2,4,0,1,3
48001,_110,criminalizers,crime @@al @@ize @@er @@s,criminal @@izer @@s,4,1,1,2,4,1,1,3
48002,_110,criminalizing,crime @@al @@ize @@ing,criminal @@izing,4,0,0,2,4,0,1,3
48003,_110,criminating,crime @@ate @@ing,cr @@imi @@nat @@ing,4,1,1,3,2,2,1,0
48004,_110,crinolettes,crinoline @@ette @@s,cr @@ino @@lette @@s,6,1,0,4,3,0,3,2
48005,_110,cripplers,creep @@le @@er @@s,cr @@ip @@ple @@rs,5,0,0,4,4,1,2,2
48006,_110,criticals,critic @@al @@s,critical @@s,1,1,1,1,2,1,0,1
48007,_110,criticists,critic @@ist @@s,critic @@ists,1,1,1,1,2,1,0,1
48008,_110,croakiest,croak @@y @@est,cr @@oa @@kie @@st,5,0,0,4,3,0,3,2
48009,_110,croonings,croon @@er @@ing @@s,cr @@oon @@ings,5,0,0,3,4,1,1,2
48010,_110,crossbreeders,cross @@breed @@er @@s,cross @@bre @@ede @@rs,4,1,1,3,3,1,2,2
48011,_110,crossclaiming,cross @@claim @@ing,cross @@claiming,1,1,1,1,2,1,0,1
48012,_110,crosscutting,cross @@cut @@ing,cross @@cut @@ting,1,2,2,1,1,2,0,0
48013,_110,crossers,cross @@er @@s,cross @@ers,1,1,1,1,2,1,0,1
48014,_110,crosshatches,cross @@hatch @@s,cross @@hat @@ches,2,1,1,2,2,1,1,1
48015,_110,crosskicks,cross @@kick @@s,cross @@kic @@ks,2,1,1,2,2,1,1,1
48016,_110,crosslinking,cross @@link @@ing,cross @@link @@ing,0,3,3,0,0,2,0,0
48017,_110,crossmatches,cross @@match @@s,cross @@mat @@ches,2,1,1,2,2,1,1,1
48018,_110,crossposted,cross @@post @@ed,cross @@post @@ed,0,3,3,0,0,2,0,0
48019,_110,crossposts,cross @@post @@s,cross @@post @@s,0,3,3,0,0,2,0,0
48020,_110,crossprimes,cross @@prime @@s,cross @@pr @@ime @@s,1,2,2,2,1,2,1,0
